product_key,name,slug,category_slug,part_brand_slug,product_type,short_description,description,attr:material,attr:brand,attr:usage-application,attr:laser-type,attr:color,attr:country-of-origin,attr:application,attr:focal-length,attr:diameter,attr:lens-type,attr:laser-wavelength,attr:shape,attr:power-handling,attr:coating,attr:type,attr:packaging-type,attr:marking-speed-capacity,attr:nozzle-diameter,attr:size,attr:model-name-number,attr:design-method,attr:height,attr:marking-depth,attr:corrosion-resistance,attr:marking-speed,attr:thickness,attr:assist-gas,attr:mount-type,attr:outer-diameter,attr:max-laser-power,attr:cooling-method,attr:nozzle-type,attr:ring-type,attr:process-type,attr:laser-power,attr:uses,attr:inner-diameter,attr:collimation-lens,attr:surface-finish,attr:pack-size,attr:offering-laser,attr:ceramic-material,attr:usage,attr:monitoring,attr:surface-finishing,attr:thread-size,attr:valve-size,attr:mounting-type,attr:part-type,attr:wall-thickness,attr:ring-height,attr:max-service-temp,attr:finish,attr:hardness,attr:copper-grade,attr:tip-type,attr:sterile,attr:bud-color,attr:packing-type,attr:voltage,attr:automation-grade,attr:feature,attr:parts,attr:leak-proof,attr:features,attr:finishing-type,attr:weight,attr:stick-material,attr:stick-length,attr:mounting-interface,attr:frame-material,attr:light-source-type,attr:support-laser-power,attr:max-cutting-thickness,attr:job-work-basis,attr:usage-industry,attr:service-location,attr:frequency,attr:temperature,attr:power,attr:part-number,attr:aperture,attr:form,attr:pack-volume,attr:tissue-type,attr:tissue-material,attr:country-of-origin-2,attr:gender,attr:is-it-reusable,attr:head-material,attr:total-length,attr:handle-material,attr:output-power,attr:cable-conductor,attr:insulation-material,attr:waterproof,attr:bore-size,attr:connection-type,attr:rubber-material,attr:series-no,attr:anode-dissipation,attr:anode-voltage,attr:available-interfaces,attr:cooling,attr:filter-media,attr:construction,attr:medium-material,attr:efficiency,attr:filter-class,attr:filtration-grade,attr:location,attr:production-capacity,attr:series,attr:power-resolution,attr:media,attr:protection-use,attr:fit-type,attr:inner-size,attr:finish-type,attr:beam-emission-shape,attr:ar-coated,attr:service-material,attr:machine-type,attr:operation-type,attr:max-sheet-size,attr:application-industry,attr:material-supply,attr:file-format,attr:pipe-material,attr:max-pipe-diameter,attr:pipe-shape,attr:cutting-type,attr:pipe-length-handling,attr:compressor-type,attr:cooling-capacity,attr:deep-filtration,attr:pressure,attr:max-flow-rate,attr:number-of-stages,attr:mounting,attr:mirror-type,attr:reflectivity,attr:working-temperature,attr:frame-type,attr:lens-material,attr:base-solvent,attr:formulation-type,attr:grade-standard,attr:pattern,attr:use,attr:packaging-size,attr:sheet-size,attr:by-nozzle-double,attr:by-nozzle-hd,attr:torch-model,attr:current-rating,attr:nozzle-bore,attr:consumable-type,attr:torch-type,attr:vehicle-model,attr:size-inch,attr:length,attr:valve,attr:quantity-per-pack,attr:pitch-series,attr:structure,attr:outer-measurement,attr:anti-fog,attr:head-shape,attr:sterility,attr:tip-material,attr:phone-brand,attr:center-wavelength,attr:modulation-type,attr:motor-voltage,attr:motor-current,attr:control-method,attr:feedback-type,attr:input-control-signal,attr:protection-features,attr:braking-type,attr:brand-name,attr:rf-interface,attr:impedance,attr:maximum-frequency,attr:pin-type,attr:mounting-style,attr:power-rating,attr:control-interface,attr:power-supply,attr:cooling-type,attr:communication,attr:tool-type,attr:compatible-power,attr:compatible-brand,attr:nozzle-outlet-size,attr:gas-type,attr:body-material,attr:capacity,attr:max-sheet-thickness,attr:max-bending-length,attr:bending-accuracy,attr:bending-type,attr:material-grade,attr:supported-format,attr:industry-served,attr:service-mode,attr:aperture-range,attr:focus,attr:cleaner-type,attr:lens-type-compatibility,attr:volume
FIBER-PROTECTIVE-LENS,Fiber Protective Lens,fiber-protective-lens,protective-lens,,SPARE_PART,"A Protective Lens 38x2 15kW is a crucial optical component for high-power fiber laser cutting machines, typically made from fused silica, designed to shield the focusing lens from contaminants like dust and molten spatter, ensuring optical clarity, minimal power loss, and extended lifespan for the laser head, with specific dimensions (38mm diameter, 2mm thickness) compatible with brands like RayTools for up to 15KW power levels.","A Protective Lens 38x2 15kW is a crucial optical component for high-power fiber laser cutting machines, typically made from fused silica, designed to shield the focusing lens from contaminants like dust and molten spatter, ensuring optical clarity, minimal power loss, and extended lifespan for the laser head, with specific dimensions (38mm diameter, 2mm thickness) compatible with brands like RayTools for up to 15KW power levels.",Fused Silica,,,Fiber,,,Cutting,38/2,,Protective Lens,38,,<50 W,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RAYTOOL-PROTECTIVE-LENS,Raytool Protective Lens,raytool-protective-lens,protective-lens,,SPARE_PART,,,Fused Silica,,,CO2,,,Cutting,50 mm,,Plano Convex,355 nm,,<50 W,AR 355 nm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WEIHONG-REMOTE-CONTROLLER,Weihong Remote Controller,weihong-remote-controller,remote-controller,raytools,SPARE_PART,,,,Raytools,,Weihong Remote Controller,,Made in India,,,,,,,,,,Remote Controller,,,,,,,,,6000 mm/s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CYPCUT-REMOTE-CONTROLLER,Cypcut Remote Controller,cypcut-remote-controller,remote-controller,raytools,SPARE_PART,,,,Raytools,,Cypcut Remote Controller,Orange,Made in India,,,,,,,,,,,,,,,,,,,6000 mm/s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6000MM-S-RAYTOOL-REMOTE-CONTROLLER,6000mm/s Raytool Remote Controller,6000mm-s-raytool-remote-controller,remote-controller,raytools,SPARE_PART,,,,Raytools,,Raytool Remote Controller - Ecat,,Made in India,,,,,,,,,,Ecat,,,,,,,,,6000 mm/s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RAYTOOLS-WEIHONG-REMOTE-CONTROLLER,Raytools Weihong Remote Controller,raytools-weihong-remote-controller,remote-controller,raytools,SPARE_PART,,,ABS Material,Raytools,Weihong WHBO5S Remote Controller,,,Made in India,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BODOR-REMOTE-CONTROLLER,Bodor Remote Controller,bodor-remote-controller,remote-controller,bodor,SPARE_PART,,,Abs Plastic,Bodor,Bodor Remote Controller,,,Made in India,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ROUND-RUBBER-BELLOWS,Round Rubber Bellows,round-rubber-bellows,rubber-bellows,,SPARE_PART,"Company established in year 2016, aiming to providing all types laser cutting machine consumables, to fiber and Co2 machines.","Company established in year 2016, aiming to providing all types laser cutting machine consumables, to fiber and Co2 machines.",,,Automobile Industry,,black,Made in India,,,,,,,,,,box,,,100 mm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BELLOW-FLEXIBLE-COUPLING,Bellow Flexible Coupling,bellow-flexible-coupling,rubber-bellows,,SPARE_PART,"Folding Bellows A Bellows Flexible Coupling connects rotating shafts, using a thin, flexible metal (often stainless steel) bellows to transmit torque while perfectly compensating for axial, radial, and angular shaft misalignments, offering zero backlash and high torsional stiffness for precise, high-speed applications in robotics, CNC, and medical equipment.","Folding Bellows A Bellows Flexible Coupling connects rotating shafts, using a thin, flexible metal (often stainless steel) bellows to transmit torque while perfectly compensating for axial, radial, and angular shaft misalignments, offering zero backlash and high torsional stiffness for precise, high-speed applications in robotics, CNC, and medical equipment.",Rubber Bellows,,laser cutting bellows,,Black,Made in India,,,,,,C - Type,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Magnetic coupling,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9 inch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WSX-NC63-SENSOR-HEAD,WSX NC63 Sensor Head,wsx-nc63-sensor-head,senso-head,raytools,SPARE_PART,,,,Raytools,,NC63,Silver,Made in India,,,,,,,,,,,,,,,,,,,6000 mm/s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30-BAR-SMC-SOLENOID-VALVE,30 Bar SMC Solenoid Valve,30-bar-smc-solenoid-valve,smc-solenoid-valve,raytools,SPARE_PART,,,Stainless Steel,Raytools,,,,,Laser Machine,,,,,Square,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1/4 inch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5 Inch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10-BAR-SMC-SOLENOID-VALVE,10 Bar SMC Solenoid Valve,10-bar-smc-solenoid-valve,smc-solenoid-valve,raytools,SPARE_PART,,,SS,Raytools,,,,Made in India,Laser Machine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1/4 inch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30-BAR-SMC-PROPORTIONAL-VALVE,30 Bar SMC Proportional Valve,30-bar-smc-proportional-valve,smc-solenoid-valve,raytools,SPARE_PART,,,SMC Proportional Valve - 30bar,Raytools,,,,Made in India,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1/4 inch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SMC Proportional Valve - 30bar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POLYESTER-SWAB-GESTRICT,Polyester Swab Gestrict,polyester-swab-gestrict,swab-gestrict,,SPARE_PART,We can provide Polyester swab gestrict at a very economical rate all across india for laser cutting machines,We can provide Polyester swab gestrict at a very economical rate all across india for laser cutting machines,Plastic,,,Fiber Laser,White,,,,,,,,,,,Box,5000 mm/s,,,,,,,,,,,,,,,,,,,,,,,,Cables,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PU-TIMING-BELT,Pu Timing Belt,pu-timing-belt,timing-belt,montflex,SPARE_PART,"We can deliver the 5 axis laser cutting door belt for laser cutting machineA PU (Polyurethane) Timing Belt is a durable, toothed belt made from thermoplastic polyurethane, reinforced with steel or Kevlar cords, used for precise power transmission, synchronization, and conveying in machinery where slip is unacceptable, offering excellent abrasion/oil resistance and clean operation for applications like robotics, packaging, and automotive systems.","We can deliver the 5 axis laser cutting door belt for laser cutting machineA PU (Polyurethane) Timing Belt is a durable, toothed belt made from thermoplastic polyurethane, reinforced with steel or Kevlar cords, used for precise power transmission, synchronization, and conveying in machinery where slip is unacceptable, offering excellent abrasion/oil resistance and clean operation for applications like robotics, packaging, and automotive systems.",PU,montflex,Power Transmission,,White,,,,,,,,,,,,,,1/2'',,,,,,,5mm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,XH Type,door belt conveyor,1''-50'',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OPHIR-LASER-LENSES,Ophir Laser Lenses,ophir-laser-lenses,trumpf-lenses,,SPARE_PART,,,Glass,,To Focus All The Beam's Power Into A Very Small Spot,,Yellow,,,,,Trumpf Lenses,,Round,,,,,,,,,,,,,,2mm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CO2-LASER-MACHINE-LENS,Co2 Laser Machine Lens,co2-laser-machine-lens,machine-lens,,SPARE_PART,,,Glass,,To Focus All The Beam's Power Into A Very Small Spot,,Yellow,,,,,,,Round,,,,,,,,,,,,,,2 mm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Lens,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FIBER-LASER-WELDING-GOGGLES,Fiber Laser Welding Goggles,fiber-laser-welding-goggles,new-items,,SPARE_PART,,,Plastic,,Fiber Laser Welding Goggles,,,Made in India,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Plastic,,,,,,,,,,,,,,,,,Unisex,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LASER-LENSE-CLEANING-SWABS,laser lense Cleaning Swabs,laser-lense-cleaning-swabs,new-items,raytools,SPARE_PART,,,Ceramic,Raytools,,,,,Lens & Optics,,,,,,,,,,,,,,,,,,,,,,,,,,,,6 kw,,,,,,,,,,,,,,,,,,,,,,,,,12 V,,,,,,,,,,,,,,,,,,20 kHz,-10 - 40 degree c,,,,,,,,,,,Cotton,127 mm (5 in),Polypropylene,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Pointed,Non-Sterile,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LENSE-CLEANING-COTTON-SWABS-FOR-LASER-MACHINE,Lense Cleaning Cotton Swabs For Laser Machine,lense-cleaning-cotton-swabs-for-laser-machine,new-items,,SPARE_PART,,,,,Lense Cleaning Cotton Swabs For Laser Machine,,,Made in India,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Polyester,127 mm (5 in),COTTON,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Cotton,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MAX-QBH-I-12-8X19-7-1-5KW,MAX QBH I 12.8x19.7 (1.5kw),max-qbh-i-12-8x19-7-1-5kw,new-items,,SPARE_PART,,,,,,CW Fiber Laser,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10 W,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Raytools,1064 nm,"CW, Digital Modulation",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CYPCUT-2000C-CONTROL-CARD,Cypcut 2000c Control Card,cypcut-2000c-control-card,new-items,,SPARE_PART,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Panel Mount,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12 V DC,5 A,PWM Control,No Feedback,0 to 5 V,Over Current,Dynamic Brake,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SMC-PROPORTIONAL-VALVE-10BAR,SMC Proportional Valve - 10bar,smc-proportional-valve-10bar,new-items,,SPARE_PART,,,SMC Proportional Valve - 10bar,,Hydraulic,,,Made in India,,,,,,,,,,,,,10bar,,,,,,,,,,,,,,,,,,,,,,,,,,,,1/4 inch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Raytools,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RF-CABLE-OR-SENSOR-CABLE-CONNECTOR-COPPER,RF Cable or Sensor Cable Connector (Copper),rf-cable-or-sensor-cable-connector-copper,new-items,raytools,SPARE_PART,,,Copper,raytools,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PCB Mount,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SMA,50 Ω,300 MHz,RF Cable or Sensor Cable Connector (Copper),Cable Mount,,,,,,,,,,,,,,,,,,,,,,,,,
CYPCUT-OEM-REMOTE-CONTROLLER,Cypcut OEM Remote Controller,cypcut-oem-remote-controller,new-items,,SPARE_PART,,,,,,CO2 Laser,,,Cutting,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Panel Mount,,,,,,,,,,,,,,,,,,,,,,,,,,,,Metal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Up To 60 W,Analog,230 V AC,Air Cooled,RS485,,,,,,,,,,,,,,,,,,,,
COPPER-RF-CABLE-SENSOR-CABLE-FOR-RAYTOOL,Copper RF Cable/ Sensor Cable For Raytool,copper-rf-cable-sensor-cable-for-raytool,new-items,raytools,SPARE_PART,,,,Raytools,Copper RF Cable/ Sensor Cable For Raytool,,,Made in India,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Aluminium,Copper,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COPPER-RF-CABLE-SENSOR-CABLE-FOR-OSPRI-WSX,Copper RF Cable/ Sensor Cable For Ospri & WSX,copper-rf-cable-sensor-cable-for-ospri-wsx,new-items,raytools,SPARE_PART,,,,Raytools,Copper RF Cable/ Sensor Cable For Ospri & WSX,,,Made in India,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Aluminium,Copper,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WSX-NC30-SENSOR-HEAD,WSX NC30 Sensor Head,wsx-nc30-sensor-head,new-items,precitec,SPARE_PART,,,Copper,Precitec,,Fiber Laser,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,India,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Laser Head,Up to 1 kW,Trumpf,0.8 mm,Oxygen,,,,,,,,,,,,,,,
MAX-LASER-SOURCE,MAX Laser Source,max-laser-source,new-items,max,SPARE_PART,,,,Max,,,,,Industrial use,,,,,Square,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20 W,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Metal,1500w,,,,,,,,,,,,,
BYSTRONIC-CNC-PRESS-BRAKE-225-TON-CNC-BENDING-SERVICES,Bystronic CNC Press Brake 225 Ton CNC Bending Services,bystronic-cnc-press-brake-225-ton-cnc-bending-services,new-items,,SPARE_PART,Working length mm: 4100 Max.,"Working length mm: 4100
Max. press force kN: 2250
Max. stroke mm: 300
Rapid approach mm/sec.: 160
Working speed mm/sec.: 1-13
Return speed mm/sec: 170
Weight kg: 16,500
ByVision 22″ Full HD 3D touchscreen display
2 Axis controlled backgauge plus manual Z
Electrical Values
Power of main motor kW: 22
Total connected load kW: 35
Operating voltage V: 480 TN
Frequency HZ: 3-60
Control voltage V DC: 24
Nominal current A: 50
Equipped with:
Productive Pack-
Table T12 w/Hydraulic Lower Clamp
LED illumination front/back
Enlarged 100mm stroke
5axis backgage
Tropical Pack:
-oil cooling unit
-heat exchanger
-Additional backstop arm
-z axis manually adjusted
-Upper tool clamping
High speed pack-
-High speed y axis
AKAS 3PF safety system",Mild Steel(MS),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18mm,4000 mm,±0.1 mm,"U Bending, Box Bending, Radius Bending, Offset Bending, V Bending",MS IS2062,"DWG, DXF, PDF","Automotive, Electrical Panel",Job Work,,,,,
OSPRI-LC808-COLLIMATION-LENS-37X100,OSPRI LC808 Collimation Lens : 37x100,ospri-lc808-collimation-lens-37x100,new-items,,SPARE_PART,,,,,,,White,,,,,,,,,,,Box,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,E Mount,,,,,,,,,,,,,,,,,,,2 kg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,f/1.8 - f/2.8,OSPRI LC808 Collimation Lens : 37x100,,,
KONTACT-IPA-SPRAY-FOR-LENS-CLEANING,Kontact IPA Spray For Lens Cleaning,kontact-ipa-spray-for-lens-cleaning,new-items,ipa,SPARE_PART,,,,IPA,,,,,,,,,,,,,Lens Cleaning Solution,Bottle,,,,,,,,,,,,,,,,,,,,,,,,,,,Cleaning and Care Solutions,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Multipurpose Solution,Soft Lens,60 ml
